Carangoides_plagiotaenia	red	actinops1
Makaira_sp	red	actinops1
Nematistius_pectoralis	red	actinops1
Indostomus_crocodilus	red	actinops1
Mastacembelus_niger	red	actinops1
Pristolepis_sp	red	actinops1
Nandus_andrewi	red	actinops1
Ostracoberyx_dorygenys	red	actinops1
Symphysanodon_typus	red	actinops1
Pentaceros_pectoralis	red	actinops1
Pentaceros_japonicus	red	actinops1
Pentaceros_wheeleri	red	actinops1
Limnichthys_sp	red	actinops1
Acanthaphritis_unoorum	red	actinops1
Baldwinella_vivana	red	actinops1
Hyporthodus_flavolimbatus	red	actinops1
Pterygotrigla_hemisticta	red	actinops1
Paraliparis_beani	red	actinops1
Paraliparis_copei	red	actinops1
Microcottus_sellaris	red	actinops1
Sarritor_frenatus	red	actinops1
Bembras_japonica	red	actinops1
Parabembras_curtus	red	actinops1
Rogadius_asper	red	actinops1
Hoplichthys_gilberti	red	actinops1
Hoplichthys_langsdorfii	red	actinops1
Cottoperca_trigloides	red	actinops1
Aethotaxis_mitopteryx	red	actinops1
Gymnocephalus_cernuus	red	actinops1
Etheostoma_atripinne	red	actinops1
Sphenanthias_tosaensis	red	actinops1
Acanthocepola_sp	red	actinops1
Gigantactis_sp	red	actinops1
Ceratias_sp	red	actinops1
Dolopichthys_sp	red	actinops1
Halimochirurgus_alcocki	red	actinops1
Scolopsis_frenata	red	actinops1
Pagellus_affinis	red	actinops1
Boopsoidea_inornata	red	actinops1
Spicara_nigricauda	red	actinops1
Diplodus_capensis	red	actinops1
Centracanthus_cirrus	red	actinops1
Crenidens_crenidens	red	actinops1
Datnioides_microlepis	red	actinops1
Hapalogenys_aya	red	actinops1
Corvula_sanctaeluciae	red	actinops1
Erythrocles_scintillans	red	actinops1
Caesio_cuning	red	actinops1
Grammatonotus_surugaensis	red	actinops1
Callanthias_australis	red	actinops1
Centropyge_loricula	red	actinops1
Monodactylus_sebae	red	actinops1
Sillago_chondropus	red	actinops1
Astroscopus_ygraecum	red	actinops1
Kurtus_indicus	red	actinops1
Rhabdamia_cypselura	red	actinops1
Cryptocentrus_sp	red	actinops1
Syngnathus_springeri	red	actinops1
Halicampus_crinitus	red	actinops1
Cosmocampus_arctus	red	actinops1
Halicampus_dunckeri	red	actinops1
Trachyrhamphus_bicoarctatus	red	actinops1
Festucalex_wassi	red	actinops1
Siokunichthys_nigrolineatus	red	actinops1
Doryichthys_boaja	red	actinops1
Doryichthys_martensii	red	actinops1
Microphis_cuncalus	red	actinops1
Microphis_deocata	red	actinops1
Choeroichthys_sculptus	red	actinops1
Dunckerocampus_boylei	red	actinops1
Doryrhamphus_excisus	red	actinops1
Doryrhamphus_janssi	red	actinops1
Solenostomus_paradoxus	red	actinops1
Solenostomus_cyanopterus	red	actinops1
Fistularia_tabacaria	red	actinops1
Centriscus_scutatus	red	actinops1
Draculo_mirabilis	red	actinops1
Repomucenus_belcheri	red	actinops1
Repomucenus_curvicornis	red	actinops1
Repomucenus_limiceps	red	actinops1
Repomucenus_calcaratus	red	actinops1
Calliurichthys_grossi	red	actinops1
Calliurichthys_scaber	red	actinops1
Repomucenus_lunatus	red	actinops1
Synchiropus_moyeri	red	actinops1
Callionymus_delicatulus	red	actinops1
Anaora_tentaculata	red	actinops1
Synchiropus_goodenbeani	red	actinops1
Foetorepus_altivelis	red	actinops1
Synchiropus_masudai	red	actinops1
Parupeneus_barberinoides	red	actinops1
Mulloidichthys_dentatus	red	actinops1
Eurypegasus_draconis	red	actinops1
Chiasmodon_sp	red	actinops1
Auxis_rochei	red	actinops1
Peprilus_triacanthus	red	actinops1
Paradiplospinus_gracilis	red	actinops1
Pteraclis_aesticola	red	actinops1
Scombrolabrax_heterolepis	red	actinops1
Caristius_sp	red	actinops1
Caristius_macropus	red	actinops1
Platyberyx_opalescens	red	actinops1
Arripis_truttacea	red	actinops1
Batrachoides_pacifici	red	actinops1
Sanopus_sp	red	actinops1
Diancistrus_sp	red	actinops1
Diplacanthopoma_brunnea	red	actinops1
Barathronus_maculatus	red	actinops1
Carapus_bermudensis	red	actinops1
Onuxodon_parvibrachium	red	actinops1
Pyramodon_ventralis	red	actinops1
Gambusia_marshi	red	actinops2
Gambusia_panuco	red	actinops2
Gambusia_regani	red	actinops2
Gambusia_aurata	red	actinops2
Gambusia_hurtadoi	red	actinops2
Gambusia_gaigei	red	actinops2
Gambusia_vittata	red	actinops2
Gambusia_atrora	red	actinops2
Gambusia_rhizophorae	red	actinops2
Gambusia_punctata	red	actinops2
Gambusia_zarskei	red	actinops2
Gambusia_geiseri	red	actinops2
Gambusia_speciosa	red	actinops2
Gambusia_heterochir	red	actinops2
Gambusia_clarkhubbsi	red	actinops2
Gambusia_krumholzi	red	actinops2
Gambusia_holbrooki	red	actinops2
Gambusia_melapleura	red	actinops2
Gambusia_wrayi	red	actinops2
Gambusia_hispaniolae	red	actinops2
Gambusia_yucatana	red	actinops2
Gambusia_puncticulata	red	actinops2
Gambusia_manni	red	actinops2
Gambusia_nicaraguensis	red	actinops2
Gambusia_lemaitrei	red	actinops2
Gambusia_eurystoma	red	actinops2
Gambusia_sexradiata	red	actinops2
Heterophallus_milleri	red	actinops2
Heterophallus_rachovii	red	actinops2
Gambusia_luma	red	actinops2
Xiphophorus_malinche	red	actinops2
Xiphophorus_continens	red	actinops2
Xiphophorus_nezahualcoyotl	red	actinops2
Xiphophorus_montezumae	red	actinops2
Xiphophorus_cortezi	red	actinops2
Xiphophorus_nigrensis	red	actinops2
Xiphophorus_pygmaeus	red	actinops2
Xiphophorus_andersi	red	actinops2
Xiphophorus_couchianus	red	actinops2
Xiphophorus_gordoni	red	actinops2
Xiphophorus_meyeri	red	actinops2
Xiphophorus_evelynae	red	actinops2
Xiphophorus_variatus	red	actinops2
Xiphophorus_milleri	red	actinops2
Xiphophorus_maculatus	red	actinops2
Xiphophorus_xiphidium	red	actinops2
Xiphophorus_clemenciae	red	actinops2
Xiphophorus_alvarezi	red	actinops2
Xiphophorus_hellerii	red	actinops2
Xiphophorus_signum	red	actinops2
Xiphophorus_mayae	red	actinops2
Xiphophorus_kallmani	red	actinops2
Xiphophorus_mixei	red	actinops2
Xiphophorus_monticolus	red	actinops2
Pseudoxiphophorus_obliquus	red	actinops2
Pseudoxiphophorus_bimaculatus	red	actinops2
Pseudoxiphophorus_jonesii	red	actinops2
Priapella_compressa	red	actinops2
Priapella_lacandonae	red	actinops2
Priapella_chamulae	red	actinops2
Priapella_olmecae	red	actinops2
Priapella_intermedia	red	actinops2
Scolichthys_greenwayi	red	actinops2
Carlhubbsia_kidderi	red	actinops2
Carlhubbsia_stuarti	red	actinops2
Poeciliopsis_sonoriensis	red	actinops2
Poeciliopsis_occidentalis	red	actinops2
Poeciliopsis_lucida	red	actinops2
Poeciliopsis_prolifica	red	actinops2
Poeciliopsis_infans	red	actinops2
Poeciliopsis_viriosa	red	actinops2
Poeciliopsis_monacha	red	actinops2
Poeciliopsis_latidens	red	actinops2
Poeciliopsis_fasciata	red	actinops2
Poeciliopsis_baenschi	red	actinops2
Poeciliopsis_catemaco	red	actinops2
Poeciliopsis_hnilickai	red	actinops2
Poeciliopsis_gracilis	red	actinops2
Poeciliopsis_pleurospilus	red	actinops2
Poeciliopsis_turneri	red	actinops2
Poeciliopsis_presidionis	red	actinops2
Poeciliopsis_turrubarensis	red	actinops2
Poeciliopsis_scarlli	red	actinops2
Poeciliopsis_retropinna	red	actinops2
Poeciliopsis_paucimaculata	red	actinops2
Neoheterandria_elegans	red	actinops2
Neoheterandria_tridentiger	red	actinops2
Priapichthys_puetzi	red	actinops2
Priapichthys_annectens	red	actinops2
Brachyrhaphis_cascajalensis	red	actinops2
Brachyrhaphis_parismina	red	actinops2
Xenophallus_umbratilis	red	actinops2
Phallichthys_quadripunctatus	red	actinops2
Phallichthys_tico	red	actinops2
Brachyrhaphis_roseni	red	actinops2
Brachyrhaphis_terrabensis	red	actinops2
Brachyrhaphis_rhabdophora	red	actinops2
Brachyrhaphis_episcopi	red	actinops2
Brachyrhaphis_holdridgei	red	actinops2
Phallichthys_amates	red	actinops2
Brachyrhaphis_hartwegi	red	actinops2
Alfaro_huberi	red	actinops2
Alfaro_cultratus	red	actinops2
Pseudopoecilia_festae	red	actinops2
Girardinus_metallicus	red	actinops2
Girardinus_microdactylus	red	actinops2
Girardinus_creolus	red	actinops2
Girardinus_uninotatus	red	actinops2
Girardinus_falcatus	red	actinops2
Girardinus_denticulatus	red	actinops2
Quintana_atrizona	red	actinops2
Limia_melanonotata	red	actinops2
Limia_perugiae	red	actinops2
Limia_nigrofasciata	red	actinops2
Limia_pauciradiata	red	actinops2
Limia_dominicensis	red	actinops2
Limia_tridens	red	actinops2
Limia_vittata	red	actinops2
Limia_caymanensis	red	actinops2
Limia_zonata	red	actinops2
Limia_versicolor	red	actinops2
Limia_melanogaster	red	actinops2
Limia_heterandria	red	actinops2
Pamphorichthys_scalpridens	red	actinops2
Pamphorichthys_minor	red	actinops2
Pamphorichthys_hollandi	red	actinops2
Pamphorichthys_araguaiensis	red	actinops2
Pamphorichthys_hasemani	red	actinops2
Poecilia_gillii	red	actinops2
Poecilia_orri	red	actinops2
Poecilia_sulphuraria	red	actinops2
Poecilia_mexicana	red	actinops2
Poecilia_butleri	red	actinops2
Poecilia_sphenops	red	actinops2
Poecilia_catemaconis	red	actinops2
Poecilia_velifera	red	actinops2
Poecilia_petenensis	red	actinops2
Poecilia_latipunctata	red	actinops2
Poecilia_caucana	red	actinops2
Poecilia_vivipara	red	actinops2
Micropoecilia_branneri	red	actinops2
Micropoecilia_bifurca	red	actinops2
Poecilia_parae	red	actinops2
Micropoecilia_picta	red	actinops2
Poecilia_obscura	red	actinops2
Poecilia_reticulata	red	actinops2
Poecilia_wingei	red	actinops2
Cnesterodon_decemmaculatus	red	actinops2
Cnesterodon_hypselurus	red	actinops2
Phalloptychus_januarius	red	actinops2
Xenodexia_ctenolepis	red	actinops2
Jenynsia_onca	red	actinops2
Anableps_anableps	red	actinops2
Jenynsia_maculata	red	actinops2
Jenynsia_lineata	red	actinops2
Oxyzygonectes_dovii	red	actinops2
Orestias_parinacotensis	red	actinops2
Orestias_piacotensis	red	actinops2
Orestias_laucaensis	red	actinops2
Orestias_chungarensis	red	actinops2
Orestias_puni	red	actinops2
Orestias_ascotanensis	red	actinops2
Orestias_agassizii	red	actinops2
Orestias_gloriae	red	actinops2
Orestias_gilsoni	red	actinops2
Orestias_imarpe	red	actinops2
Orestias_silustani	red	actinops2
Orestias_luteus	red	actinops2
Orestias_ispi	red	actinops2
Cyprinodon_albivelis	red	actinops2
Cyprinodon_pisteri	red	actinops2
Cyprinodon_macularius	red	actinops2
Cyprinodon_eremus	red	actinops2
Cyprinodon_radiosus	red	actinops2
Cyprinodon_diabolis	red	actinops2
Cyprinodon_nevadensis_nevadensis	red	actinops2
Cyprinodon_salinus_salinus	red	actinops2
Cyprinodon_fontinalis	red	actinops2
Cyprinodon_meeki	red	actinops2
Cyprinodon_nazas	red	actinops2
Cyprinodon_bifasciatus	red	actinops2
Cyprinodon_atrorus	red	actinops2
Cyprinodon_macrolepis	red	actinops2
Cyprinodon_eximius	red	actinops2
Cyprinodon_pachycephalus	red	actinops2
Cyprinodon_alvarezi	red	actinops2
Cyprinodon_veronicae	red	actinops2
Cyprinodon_riverendi	red	actinops2
Cyprinodon_variegatus_variegatus	red	actinops2
Cyprinodon_hubbsi	red	actinops2
Cyprinodon_higuey	red	actinops2
Cyprinodon_tularosa	red	actinops2
Cyprinodon_dearborni	red	actinops2
Cyprinodon_variegatus_ovinus	red	actinops2
Cyprinodon_nichollsi	red	actinops2
Cyprinodon_bondi	red	actinops2
Cyprinodon_bovinus	red	actinops2
Cyprinodon_pecosensis	red	actinops2
Cyprinodon_elegans	red	actinops2
Cyprinodon_rubrofluviatilis	red	actinops2
Cyprinodon_artifrons	red	actinops2
Megupsilon_aporus	red	actinops2
Cualac_tessellatus	red	actinops2
Floridichthys_polyommus	red	actinops2
Garmanella_pulchra	red	actinops2
Fundulus_bermudae	red	actinops2
